"","Year","Area","Street","Street 2"
"2657",2011,"Wolverhampton","GreatHamptonStr.",""
"2658",2011,"Wolverhampton","GreenparkAvenue",""
"2659",2011,"Wolverhampton","HadenHill,̴ChapelAsh,̴Wolverhampton",""
"2660",2011,"Wolverhampton","HartRoad,̴Wednesfield,Wton",""
"2661",2011,"Wolverhampton","HighStBilston",""
"2662",2011,"Wolverhampton","IndiBar,̴LichfieldStr.",""
"2663",2011,"Wolverhampton","JackhaywardWay",""
"2664",2011,"Wolverhampton","Junction10̴o/sVillageHotel",""
"2665",2011,"Wolverhampton","LaurelRoad,̴Dudley",""
"2666",2011,"Wolverhampton","LeacroftAvenue",""
"2667",2011,"Wolverhampton","LeacroftAvenue",""
"2668",2011,"Wolverhampton","LennoxGardens,̴Wton",""
"2669",2011,"Wolverhampton","Lewishamrdwolverhampton",""
"2670",2011,"Wolverhampton","LichfiedlStr.",""
"2671",2011,"Wolverhampton","Lichfieldst",""
"2672",2011,"Wolverhampton","Lichfieldst,̴citycentre,̴wolves",""
"2673",2011,"Wolverhampton","Lichfieldst,̴wolverhampton",""
"2674",2011,"Wolverhampton","LichfieldSt,̴Wton",""
"2675",2011,"Wolverhampton","LichfieldStr.",""
"2676",2011,"Wolverhampton","LichfieldStr.",""
"2677",2011,"Wolverhampton","LichfieldStr.",""
"2678",2011,"Wolverhampton","LichfieldStr.",""
"2679",2011,"Wolverhampton","LichfieldStr.",""
"2680",2011,"Wolverhampton","LichfieldStr.",""
"2681",2011,"Wolverhampton","LichfieldStr.",""
"2682",2011,"Wolverhampton","LichfieldStr.@PrincessStr.,̴w�����ton",""
"2683",2011,"Wolverhampton","LichfieldStr.,̴CityCentre,̴W�����ton",""
"2684",2011,"Wolverhampton","LichfieldStr.,̴CityCentre,̴W�����ton",""
"2685",2011,"Wolverhampton","LichfieldStr.,̴Wolverhampton.",""
"2686",2011,"Wolverhampton","LichfieldStr.,̴W'ton.",""
"2687",2011,"Wolverhampton","LowervilliersStr.",""
"2688",2011,"Wolverhampton","LuntRoad",""
"2689",2011,"Wolverhampton","MarketStwolverhampton",""
"2690",2011,"Wolverhampton","Marketst,̴Wolverhampton",""
"2691",2011,"Wolverhampton","MarketSt,̴Wolves.",""
"2692",2011,"Wolverhampton","MarketSt,̴Wton",""
"2693",2011,"Wolverhampton","MarketStr.",""
"2694",2011,"Wolverhampton","MarketStr.",""
"2695",2011,"Wolverhampton","MarketStr.",""
"2696",2011,"Wolverhampton","MarketStr.",""
"2697",2011,"Wolverhampton","MarketStr.",""
"2698",2011,"Wolverhampton","MarketStr.",""
"2699",2011,"Wolverhampton","MarketStr.,̴CityCentre,̴W�����ton",""
"2700",2011,"Wolverhampton","MarketStr.,̴Wolverhampton",""
"2701",2011,"Wolverhampton","MarketStr.,̴wolverhampton",""
"2702",2011,"Wolverhampton","MarketStr.,̴Wolverhampton",""
"2703",2011,"Wolverhampton","MarketStr.,̴wolverhampton",""
"2704",2011,"Wolverhampton","MarketStr.,̴Wolverhampton",""
"2705",2011,"Wolverhampton","MarketStr.,̴Wolverhampton.",""
"2706",2011,"Wolverhampton","MarketStr.,̴Wolves",""
"2707",2011,"Wolverhampton","MarketStr.,̴Wolves.",""
"2708",2011,"Wolverhampton","Marsatonroad",""
"2709",2011,"Wolverhampton","MarstonRdwolverhampton",""
"2710",2011,"Wolverhampton","Millcroft,̴wolves.",""
"2711",2011,"Wolverhampton","MoseleyRDWolverhampton",""
"2712",2011,"Wolverhampton","MoseleyRoad,̴Bilston.",""
"2713",2011,"Wolverhampton","MountPleasant",""
"2714",2011,"Wolverhampton","MountPlesant,̴Bilston",""
"2715",2011,"Wolverhampton","Nearyateswinebar,̴Wolvescitycentre.",""
"2716",2011,"Wolverhampton","New|crossHospital",""
"2717",2011,"Wolverhampton","NewCrossHospital",""
"2718",2011,"Wolverhampton","NewcrossHospital",""
"2719",2011,"Wolverhampton","NewCrossHospital",""
"2720",2011,"Wolverhampton","NewCrossHospital",""
"2721",2011,"Wolverhampton","NewCrosshospital,̴wolverhampton",""
"2722",2011,"Wolverhampton","NewCrossHospital,̴Wolverhampton",""
"2723",2011,"Wolverhampton","NewXHospital",""
"2724",2011,"Wolverhampton","NewXHospital,̴W�����ton",""
"2725",2011,"Wolverhampton","NewcrossHospital",""
"2726",2011,"Wolverhampton","NorfoldRoad,̴Pewnnfields,̴W�����ton",""
"2727",2011,"Wolverhampton","NorthStr.",""
"2728",2011,"Wolverhampton","NorthStr.",""
"2729",2011,"Wolverhampton","NorthStr.",""
"2730",2011,"Wolverhampton","NorthStr.",""
"2731",2011,"Wolverhampton","NorthStr.",""
"2732",2011,"Wolverhampton","NorthStr.TownCentreWolverhampton",""
"2733",2011,"Wolverhampton","NorthwoodParkRoad,̴Wolves.",""
"2734",2011,"Wolverhampton","O/sGrapesPHMoseleyRoad",""
"2735",2011,"Wolverhampton","O/sOceanaBilstonStr..",""
"2736",2011,"Wolverhampton","OustideYates,̴Wolverhampton",""
"2737",2011,"Wolverhampton","Outsdieyates'̴winebarwolverhampton",""
"2738",2011,"Wolverhampton","OutsideSubwaySandwichShop,̴QueensSquare,̴Wolverhampton",""
"2739",2011,"Wolverhampton","OutsidetheAvondale",""
"2740",2011,"Wolverhampton","OutsidetheIndieBar.",""
"2741",2011,"Wolverhampton","OutsideYates,̴NorthStr.,̴Wolverhampton",""
"2742",2011,"Wolverhampton","OwenRoad",""
"2743",2011,"Wolverhampton","ParkfieldRd",""
"2744",2011,"Wolverhampton","PennRoad",""
"2745",2011,"Wolverhampton","PennRoad,̴Wolves",""
"2746",2011,"Wolverhampton","PipersRowWolverhampton",""
"2747",2011,"Wolverhampton","PipersRow,̴Wolverhampton",""
"2748",2011,"Wolverhampton","PipersRow,̴W'ton.",""
"2749",2011,"Wolverhampton","PowellSt,̴woolverhampton",""
"2750",2011,"Wolverhampton","PrestwoodRoad",""
"2751",2011,"Wolverhampton","PricessStr.",""
"2752",2011,"Wolverhampton","PricessStr.",""
"2753",2011,"Wolverhampton","PrinceCharlesPub,Bushbury",""
"2754",2011,"Wolverhampton","PrincessSt,̴Wton",""
"2755",2011,"Wolverhampton","PrincessStr.",""
"2756",2011,"Wolverhampton","PrincessStr.",""
"2757",2011,"Wolverhampton","PrincessStr.",""
"2758",2011,"Wolverhampton","PrincessStr.",""
"2759",2011,"Wolverhampton","PrincessStr.",""
"2760",2011,"Wolverhampton","PrincessStr.,Walsall",""
"2761",2011,"Wolverhampton","PrinesSt",""
"2762",2011,"Wolverhampton","ProbertRoad,̴Wton",""
"2763",2011,"Wolverhampton","ProsserSt,̴Wolves",""
"2764",2011,"Wolverhampton","ProsserStr.",""
"2765",2011,"Wolverhampton","ProwellSt",""
"2766",2011,"Wolverhampton","QueenSq,̴Wton",""
"2767",2011,"Wolverhampton","QueenSquare",""
"2768",2011,"Wolverhampton","Queensquare",""
"2769",2011,"Wolverhampton","QueenSquare",""
"2770",2011,"Wolverhampton","QueenSquare,̴Wolverhampton",""
"2771",2011,"Wolverhampton","QueenSquare,̴Wolverhampton",""
"2772",2011,"Wolverhampton","QueenSquare,̴Wton",""
"2773",2011,"Wolverhampton","QueenSqusre,̴CityCentre,̴Wolverhampton",""
"2774",2011,"Wolverhampton","QueenSt",""
"2775",2011,"Wolverhampton","QueenSt",""
"2776",2011,"Wolverhampton","QueenStWolverhampton",""
"2777",2011,"Wolverhampton","QueenStWolverhampton",""
"2778",2011,"Wolverhampton","QueenStWolverhampton",""
"2779",2011,"Wolverhampton","QueenSt/MarketStWolverhampton",""
"2780",2011,"Wolverhampton","QueenSt/MarketStr.junction",""
"2781",2011,"Wolverhampton","QueenStr.",""
"2782",2011,"Wolverhampton","QueenStr.",""
"2783",2011,"Wolverhampton","QueenStr.",""
"2784",2011,"Wolverhampton","QueenStr.",""
"2785",2011,"Wolverhampton","QueenStr.",""
"2786",2011,"Wolverhampton","QueenStr.,̴wolverhampton",""
"2787",2011,"Wolverhampton","QueenStr.,̴Wolverhampton",""
"2788",2011,"Wolverhampton","QueenStr.,̴Wolverhampton",""
"2789",2011,"Wolverhampton","QueenStr.,̴w�����ton",""
"2790",2011,"Wolverhampton","QueensSquare,̴Wolverhampton",""
"2791",2011,"Wolverhampton","QUEENSSQUARE,̴WOLVERHAMPTON",""
"2792",2011,"Wolverhampton","QueensStr.",""
"2793",2011,"Wolverhampton","RearofCivicCentreWolverhampton",""
"2794",2011,"Wolverhampton","RingRoad",""
"2795",2011,"Wolverhampton","RingRoadStGeorges,̴Wolves.",""
"2796",2011,"Wolverhampton","RoyalLondonP/H,WolvesCitycentre.",""
"2797",2011,"Wolverhampton","SainsburysStGeorges",""
"2798",2011,"Wolverhampton","Salopst,̴wolverhampton",""
"2799",2011,"Wolverhampton","SalopSt,̴Wolves.",""
"2800",2011,"Wolverhampton","SchoolSt,̴Wton",""
"2801",2011,"Wolverhampton","SchoolStr.",""
"2802",2011,"Wolverhampton","SchoolStr.",""
"2803",2011,"Wolverhampton","SchoolStr.,̴w�����ton",""
"2804",2011,"Wolverhampton","SchoolStr.,̴W'ton.",""
"2805",2011,"Wolverhampton","ShowellCircus",""
"2806",2011,"Wolverhampton","StGeorgesparade,̴wolverhampton",""
"2807",2011,"Wolverhampton","StGeorgesParade,̴Wolverhampton",""
"2808",2011,"Wolverhampton","Staffordroad,̴wolverhampton",""
"2809",2011,"Wolverhampton","StaffordSt",""
"2810",2011,"Wolverhampton","StaffordSt,̴Wton",""
"2811",2011,"Wolverhampton","StaffordStr.",""
"2812",2011,"Wolverhampton","StaffordStr.",""
"2813",2011,"Wolverhampton","StaffordStr.,̴Wolverhampton.",""
"2814",2011,"Wolverhampton","SteelParkLane,̴Wton",""
"2815",2011,"Wolverhampton","SubwayundertrafficislandatjunctionofRingRoadandBilstonStr.",""
"2816",2011,"Wolverhampton","SweetmanStr.,̴Wton",""
"2817",2011,"Wolverhampton","TempleSt",""
"2818",2011,"Wolverhampton","TettenhallRoad",""
"2819",2011,"Wolverhampton","TettenhallRoad",""
"2820",2011,"Wolverhampton","TheVarsity,̴CityCentre",""
"2821",2011,"Wolverhampton","ThornleyStr.",""
"2822",2011,"Wolverhampton","TowerStr.",""
"2823",2011,"Wolverhampton","TrainStation,̴Wolverhampton",""
"2824",2011,"Wolverhampton","TrysullRoad",""
"2825",2011,"Wolverhampton","VicarageRoad,̴Wton",""
"2826",2011,"Wolverhampton","VictoriaRoad",""
"2827",2011,"Wolverhampton","VictoriaRoad,̴Wfield,̴Wton",""
"2828",2011,"Wolverhampton","VIctoriaRoad,̴Wfield,Wton",""
"2829",2011,"Wolverhampton","Victoriast",""
"2830",2011,"Wolverhampton","VictoriaStr.",""
"2831",2011,"Wolverhampton","VictoriaStr.",""
"2832",2011,"Wolverhampton","VictoriaStr.,̴Wolverhampton",""
"2833",2011,"Wolverhampton","VictoriaStr.,̴Wolverhampton",""
"2834",2011,"Wolverhampton","VictoriaStr.,̴W�����ton",""
"2835",2011,"Wolverhampton","VilliersAvenue,̴Wolverhampton",""
"2836",2011,"Wolverhampton","WallaceRd",""
"2837",2011,"Wolverhampton","WallaceRoad,̴Bradley",""
"2838",2011,"Wolverhampton","WalsallSt,̴Bilston.",""
"2839",2011,"Wolverhampton","WanderersAvenue,̴Blakenhall",""
"2840",2011,"Wolverhampton","WanderersAvenue,̴Wton",""
"2841",2011,"Wolverhampton","WarnfordWalk,̴MerryHill,̴w�����ton",""
"2842",2011,"Wolverhampton","Warstonesdrive",""
"2843",2011,"Wolverhampton","WaterlooRd",""
"2844",2011,"Wolverhampton","WaterlooRdWolverhampton",""
"2845",2011,"Wolverhampton","WednesfieldHighStr.,̴Wolves.",""
"2846",2011,"Wolverhampton","WellingtonRoad",""
"2847",2011,"Wolverhampton","WhiteOaksStr.,̴Wton",""
"2848",2011,"Wolverhampton","Whitegatesdrivecoseley",""
"2849",2011,"Wolverhampton","WillenhallRoad,̴EastPark,̴Wolverhampton",""
"2850",2011,"Wolverhampton","WillenhallRoad,̴JtnDeansRoad,̴Wton",""
"2851",2011,"Wolverhampton","WilliamHillMarketStr.",""
"2852",2011,"Wolverhampton","WolverhamptnTrainStation",""
"2853",2011,"Wolverhampton","Wolverhamptontrainstation",""
"2854",2011,"Wolverhampton","WolverhamptonRailwayStation",""
"2855",2011,"Wolverhampton","WolverhamptonRailwayStation",""
"2856",2011,"Wolverhampton","WolverhamptonRailwayStation",""
"2857",2011,"Wolverhampton","Wolverhamptonroadwednesfield",""
"2858",2011,"Wolverhampton","WolverhamptonRoad,̴Wednesfield,̴Wton",""
"2859",2011,"Wolverhampton","Wolverhamptontrainstation",""
"2860",2011,"Wolverhampton","Wolvesrailwaystation",""
"2861",2011,"Wolverhampton","WoodEndRoad,̴Wednesfield",""
"2862",2011,"Wolverhampton","WoodlandAvenue,̴TettenhallWood",""
"2863",2011,"Wolverhampton","WoolpackAlley",""
"2864",2011,"Wolverhampton","WordsworthAvenue",""
"2865",2011,"Wolverhampton","WtonTrainStation",""
"2866",2011,"Wolverhampton","WVFrontoffice",""
"2867",2011,"Wolverhampton","WVFO",""
"2868",2011,"Wolverhampton","WVFO",""
"2869",2012,"Birmingham","Clemenceroad",""
"2870",2012,"Birmingham","Clemenceroad",""
"2871",2012,"Birmingham","Clemenceroad",""
"2872",2012,"Birmingham","Clemenceroad",""
"2873",2012,"Birmingham","Clemenceroad",""
"2874",2012,"Birmingham","Acocksgreenpolicestation",""
"2875",2012,"Birmingham","AlbertRoad",""
"2876",2012,"Birmingham","AlcesterRdmoseley",""
"2877",2012,"Birmingham","AlcesterRoad",""
"2878",2012,"Birmingham","Alcesterroad",""
"2879",2012,"Birmingham","ALCESTERROADMOSELEY",""
"2880",2012,"Birmingham","AlcesterRoadMoseley",""
"2881",2012,"Birmingham","AlcesterRoadOutsideCrossPH",""
"2882",2012,"Birmingham","AlcesterRoad,̴Moseley.",""
"2883",2012,"Birmingham","AlecesterRoad",""
"2884",2012,"Birmingham","AlumRockRoad",""
"2885",2012,"Birmingham","AlumRockRoad",""
"2886",2012,"Birmingham","AlumRockRoad",""
"2887",2012,"Birmingham","AlumRockRoad,̴AlumRock",""
"2888",2012,"Birmingham","BanfordRoad,̴WardEnd",""
"2889",2012,"Birmingham","BELCHERSLANE",""
"2890",2012,"Birmingham","BelgraveMiddleway",""
"2891",2012,"Birmingham","BelgraviaClose",""
"2892",2012,"Birmingham","BENNETTSHILLCITYCENTRE",""
"2893",2012,"Birmingham","BerkelyRoad",""
"2894",2012,"Birmingham","BirchleyRise@̴WagonLane,̴Olton",""
"2895",2012,"Birmingham","BirchtreeDrive",""
"2896",2012,"Birmingham","BirminghamNewStr.",""
"2897",2012,"Birmingham","BirminghamRoad,̴CastleBromwich",""
"2898",2012,"Birmingham","BirminghamRoad,̴SuttonColdfield",""
"2899",2012,"Birmingham","BistolRoadSellyOak",""
"2900",2012,"Birmingham","BlakePlace.̴BordesleyGreen",""
"2901",2012,"Birmingham","BordesleyGreen",""
"2902",2012,"Birmingham","BordesleyGreenEast",""
"2903",2012,"Birmingham","BordesleyGreenRoad,̴BordesleyGreen",""
"2904",2012,"Birmingham","BordesleyGreen.",""
"2905",2012,"Birmingham","BordeslyGreen,̴BordesleyGreen",""
"2906",2012,"Birmingham","BoscombeRoad,̴Tyseley,",""
"2907",2012,"Birmingham","Bournvillelane",""
"2908",2012,"Birmingham","Bristolroad",""
"2909",2012,"Birmingham","BristolRoadSouth",""
"2910",2012,"Birmingham","BroadStr.",""
"2911",2012,"Birmingham","BroadStr.",""
"2912",2012,"Birmingham","BroadStr.",""
"2913",2012,"Birmingham","BroadStr.",""
"2914",2012,"Birmingham","BrookhillRoad",""
"2915",2012,"Birmingham","BrooklandsRoad",""
"2916",2012,"Birmingham","Brunswickroad",""
"2917",2012,"Birmingham","BULLSHEAD,̴MOSELY",""
"2918",2012,"Birmingham","CaldwellRoad",""
"2919",2012,"Birmingham","ChurchRoad,̴Yardley",""
"2920",2012,"Birmingham","ChurchRoad,̴Yardley",""
"2921",2012,"Birmingham","ChurchRoad,̴YewTree",""
"2922",2012,"Birmingham","ClodeshallRoad",""
"2923",2012,"Birmingham","ColeshillRoad",""
"2924",2012,"Birmingham","CotterillsLane",""
"2925",2012,"Birmingham","CoventryRoad",""
"2926",2012,"Birmingham","Coventryrd,̴Sheldon,̴NrBritishlegionIvyLeaf.",""
"2927",2012,"Birmingham","CoventryRd.",""
"2928",2012,"Birmingham","CoventryRoad",""
"2929",2012,"Birmingham","CoventryRoad,̴SmallHeath",""
"2930",2012,"Birmingham","CranesParkRoad",""
"2931",2012,"Birmingham","DaleEnd",""
"2932",2012,"Birmingham","DrewsLane,̴WardEnd",""
"2933",2012,"Birmingham","ElizabethRoad",""
"2934",2012,"Birmingham","EmilyRoad,̴AcocksGreen,̴Birmingham",""
"2935",2012,"Birmingham","FlaxtonGrove,̴KittsGreen",""
"2936",2012,"Birmingham","FoxtonRoad,̴WashwoodHeath",""
"2937",2012,"Birmingham","FRONTOFFCIEKINGSHEATHPOLICESTATION",""
"2938",2012,"Birmingham","FrontOffice,̴StechfordPoliceStation",""
"2939",2012,"Birmingham","Gibbinsroad",""
"2940",2012,"Birmingham","GilsanWay",""
"2941",2012,"Birmingham","GospelFarmRoad",""
"2942",2012,"Birmingham","GospelLane,̴AcocksGreen",""
"2943",2012,"Birmingham","GreenlaneBordesleyGreen",""
"2944",2012,"Birmingham","Greswoldroad",""
"2945",2012,"Birmingham","HarbourneRoadHarbourne",""
"2946",2012,"Birmingham","HazelvilleRoad,̴̴HallGreen",""
"2947",2012,"Birmingham","HeartlandsHospital",""
"2948",2012,"Birmingham","HeartlandsHospital",""
"2949",2012,"Birmingham","HeartlandsHospital",""
"2950",2012,"Birmingham","Heartlandshospital",""
"2951",2012,"Birmingham","Heathfieldroad",""
"2952",2012,"Birmingham","HerrickRoad",""
"2953",2012,"Birmingham","HighStr.",""
"2954",2012,"Birmingham","HighStr.KingsHeath",""
"2955",2012,"Birmingham","HighStr.Solihull",""
"2956",2012,"Birmingham","HighfieldRoad",""
"2957",2012,"Birmingham","HighfieldRoadSparkBrook.",""
"2958",2012,"Birmingham","HomeAddress",""
"2959",2012,"Birmingham","HomerRdnearHolidayInn",""
"2960",2012,"Birmingham","HorrellRoadSheldon",""
"2961",2012,"Birmingham","IvyHouseRoadWestHeath",""
"2962",2012,"Birmingham","JakemanRoad",""
"2963",2012,"Birmingham","Juniperclose",""
"2964",2012,"Birmingham","KembertonRoad",""
"2965",2012,"Birmingham","Kingsheathhighst",""
"2966",2012,"Birmingham","KingsNortonGreen",""
"2967",2012,"Birmingham","Ladypoolroad",""
"2968",2012,"Birmingham","LadyPoolRoad",""
"2969",2012,"Birmingham","LadypoolRoad",""
"2970",2012,"Birmingham","LeaHallRoad",""
"2971",2012,"Birmingham","LowerSevernStr.",""
"2972",2012,"Birmingham","MaryStr.",""
"2973",2012,"Birmingham","MaryStr.",""
"2974",2012,"Birmingham","Middleparkroad",""
"2975",2012,"Birmingham","Milestonehouse",""
"2976",2012,"Birmingham","Milestonehouse",""
"2977",2012,"Birmingham","Milestonehouse",""
"2978",2012,"Birmingham","MonyhullRoad",""
"2979",2012,"Birmingham","MoseleyRoad",""
"2980",2012,"Birmingham","NewStr.RailwayStation",""
"2981",2012,"Birmingham","NewStr.Station",""
"2982",2012,"Birmingham","Northlieghrdwardend",""
"2983",2012,"Birmingham","O/SAssemblyRooms,̴PoplarWay,̴Solihull",""
"2984",2012,"Birmingham","O/SAssemblyRooms,̴SolihullTownCentre",""
"2985",2012,"Birmingham","O/sChargrillChicken,̴CoventryRoad",""
"2986",2012,"Birmingham","OltonBoulevardEast",""
"2987",2012,"Birmingham","OUTSIDEFISHBARHOBMOOREROAD.",""
"2988",2012,"Birmingham","OutsideArdenoakpub",""
"2989",2012,"Birmingham","Outsidestcolombianursery,alcesterroad",""
"2990",2012,"Birmingham","OutsidetheBullsHead",""
"2991",2012,"Birmingham","ParkerStr.,̴Edgbaston",""
"2992",2012,"Birmingham","ParklandonTheHeathway",""
"2993",2012,"Birmingham","PartridgeRoad",""
"2994",2012,"Birmingham","PershoreRoad",""
"2995",2012,"Birmingham","PlymouthRoad,̴Stirchley",""
"2996",2012,"Birmingham","PoplarRoad,̴Solihull",""
"2997",2012,"Birmingham","Rearoad",""
"2998",2012,"Birmingham","RegencyHotel",""
"2999",2012,"Birmingham","RUNCURNROAD,̴BALSALLHEATH",""
"3000",2012,"Birmingham","Schoolroad",""
"3001",2012,"Birmingham","SheathLane",""
"3002",2012,"Birmingham","SheldonHeathPark",""
"3003",2012,"Birmingham","ShirleyRoad,̴AcocksGreen.",""
"3004",2012,"Birmingham","SolihullTownCentre",""
"3005",2012,"Birmingham","StMarysRoad",""
"3006",2012,"Birmingham","StMarysRow",""
"3007",2012,"Birmingham","StMary'sRow,̴Moseley",""
"3008",2012,"Birmingham","StPaulsroad",""
"3009",2012,"Birmingham","StPaulsroad",""
"3010",2012,"Birmingham","StationRoadStechford",""
"3011",2012,"Birmingham","StationRoadStechford",""
"3012",2012,"Birmingham","StationRoad,̴Solihul",""
"3013",2012,"Birmingham","StationRoad,̴Solihul",""
"3014",2012,"Birmingham","StationRoad,̴Solihul",""
"3015",2012,"Birmingham","StationRoad,̴Solihul",""
"3016",2012,"Birmingham","StationRoad,̴Solihul",""
"3017",2012,"Birmingham","StationRoad,̴Solihul",""
"3018",2012,"Birmingham","Stechfordpolicestation",""
"3019",2012,"Birmingham","StechfordSwimmingBaths",""
"3020",2012,"Birmingham","Stoneylane",""
"3021",2012,"Birmingham","StratfordRoad",""
"3022",2012,"Birmingham","STRATFORDROAD,̴SPARKBROOK",""
"3023",2012,"Birmingham","StratfordRoad,̴Sparkhill",""
"3024",2012,"Birmingham","SUMMERFIELDROAD,̴WEOLEYCASTLE",""
"3025",2012,"Birmingham","Sunbeamway.",""
"3026",2012,"Birmingham","SwanshurstPark",""
"3027",2012,"Birmingham","TheParadeSuttonColdfield",""
"3028",2012,"Birmingham","TheRadleys",""
"3029",2012,"Birmingham","TileCrossRoad",""
"3030",2012,"Birmingham","ToteBettingshop,̴AlumRockRoad",""
"3031",2012,"Birmingham","TurnburryRoad",""
"3032",2012,"Birmingham","UmbersladeRoad,̴SellyOak",""
"3033",2012,"Birmingham","VICARAGEROAD,̴KINGHSHEATH",""
"3034",2012,"Birmingham","VictoriaRoad,̴BordesleyGreen",""
"3035",2012,"Birmingham","WAKEGREENROAD",""
"3036",2012,"Birmingham","WardEndPark",""
"3037",2012,"Birmingham","Warwichrd",""
"3038",2012,"Birmingham","WarwickRoad",""
"3039",2012,"Birmingham","Warwickroad,̴accocksgreen",""
"3040",2012,"Birmingham","WashLane",""
"3041",2012,"Birmingham","Washwoodheathroad",""
"3042",2012,"Birmingham","WashwoodHeathRoad",""
"3043",2012,"Birmingham","WatsonRoad,̴AlumRock",""
"3044",2012,"Birmingham","WheatcroftRoad,̴ChelmesleyWood",""
"3045",2012,"Birmingham","WHEATSHEAFPHCOVENTRYROAD,̴SHELDON",""
"3046",2012,"Birmingham","WheatSheaf,̴CoventryRoad.",""
"3047",2012,"Birmingham","WilliamHillBookmakers,̴WashwoodHeathRoad",""
"3048",2012,"Birmingham","Woodbridgerd",""
"3049",2012,"Birmingham","WoodbridgeRoad",""
"3050",2012,"Birmingham","ACORNPUBLICHOUSE",""
"3051",2012,"Birmingham","AtlanticRd",""
"3052",2012,"Birmingham","AylesburyCrescent,̴Kingstanding,̴B'ham",""
"3053",2012,"Birmingham","Beggersbush",""
"3054",2012,"Birmingham","Bendallrd.̴kingstanding",""
"3055",2012,"Birmingham","BerryfieldsRoad,̴Walmley,̴SuttonColdfield",""
"3056",2012,"Birmingham","BirminghamRd",""
"3057",2012,"Birmingham","BirminghamRoad",""
"3058",2012,"Birmingham","BirminghamRoad",""
"3059",2012,"Birmingham","BirminghamRoad",""
"3060",2012,"Birmingham","BirminghamRoad,̴WyldeGreen",""
"3061",2012,"Birmingham","BirminghamRoad,̴WyldeGreen",""
"3062",2012,"Birmingham","BoldmereRoad",""
"3063",2012,"Birmingham","BottleofSack",""
"3064",2012,"Birmingham","BoundaryRoad,̴Erdington",""
"3065",2012,"Birmingham","BrassingtonAvenue,̴SuttonColdfield",""
"3066",2012,"Birmingham","BroadSt]#",""
"3067",2012,"Birmingham","CapilanoRoad,̴Erdington",""
"3068",2012,"Birmingham","CarParkLidlPelhamRdaLUMrOCK",""
"3069",2012,"Birmingham","CARPARKOFOLDSPECKLEDHENPUBLICHOUSEMEREGREEN",""
"3070",2012,"Birmingham","CarParkReddicapTavern,̴HollyfieldRoad,̴FalconLodge",""
"3071",2012,"Birmingham","Carpark,̴KenilworthCourt,̴WheelwrightRd",""
"3072",2012,"Birmingham","ChesterRoad",""
"3073",2012,"Birmingham","ChesterfieldGrove,̴PypeHayes",""
"3074",2012,"Birmingham","ChipsteadRoad",""
"3075",2012,"Birmingham","ChurchRoad,̴Erdington",""
"3076",2012,"Birmingham","CotonLane,̴Erdington,̴B'ham",""
"3077",2012,"Birmingham","CottishallWalk",""
"3078",2012,"Birmingham","CourtLane",""
"3079",2012,"Birmingham","COurtLane",""
"3080",2012,"Birmingham","DUKESTREET",""
"3081",2012,"Birmingham","EbrookRoad,̴SuttonColdfield",""
"3082",2012,"Birmingham","EmscoteRoad",""
"3083",2012,"Birmingham","ErdingtonHighStr.",""
"3084",2012,"Birmingham","ErdingtonHighStr.",""
"3085",2012,"Birmingham","ErdingtonHighStr.",""
"3086",2012,"Birmingham","FirbeckGrove",""
"3087",2012,"Birmingham","FRANCESROADERDINGTON",""
"3088",2012,"Birmingham","FrontOdfficeSuttonColdfield",""
"3089",2012,"Birmingham","GoodHopeHospital",""
"3090",2012,"Birmingham","GracechuchShoppingCentre,̴SuttonColdfield",""
"3091",2012,"Birmingham","GravellyHill",""
"3092",2012,"Birmingham","HairyLemon,̴ErdingtonHighStr..",""
"3093",2012,"Birmingham","HAIRYLEMON.̴LowerParade",""
"3094",2012,"Birmingham","HAIRYLEMON.̴LowerParade",""
"3095",2012,"Birmingham","HamptonRoad,̴Erdington,̴B'ham",""
"3096",2012,"Birmingham","HellbeyClose",""
"3097",2012,"Birmingham","Highst.̴suttoncoldfield",""
"3098",2012,"Birmingham","HighStErdington",""
"3099",2012,"Birmingham","HighStr.,̴Erdington",""
"3100",2012,"Birmingham","HighStr.,̴Erdington",""
"3101",2012,"Birmingham","HighStr.,̴Erdington",""
"3102",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3103",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3104",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3105",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3106",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3107",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3108",2012,"Birmingham","HIGHSTREET,̴ERDINGTON",""
"3109",2012,"Birmingham","HighStr.,̴erdington.",""
"3110",2012,"Birmingham","HighStr.,̴WestBromwich",""
"3111",2012,"Birmingham","HighStr.,̴WestBromwich",""
"3112",2012,"Birmingham","HighStr.,̴WestBromwich",""
"3113",2012,"Birmingham","InlandRoad,̴Erdington,̴B'ham",""
"3114",2012,"Birmingham","JobCentre,̴SuttonNewRoad,̴Erdington",""
"3115",2012,"Birmingham","JohnsonRoad,̴Erdington,̴Birmingham",""
"3116",2012,"Birmingham","JohnsonRoad,̴Erdington,̴Birmingham.",""
"3117",2012,"Birmingham","KingsRd",""
"3118",2012,"Birmingham","KINGSBURYROAD,̴CASTLEVALE",""
"3119",2012,"Birmingham","Lichfieldrd",""
"3120",2012,"Birmingham","LichfieldRoad",""
